0, 2.37915331895,1.55600754361,6.17974383859,-0.596275788848
0, 2.5342963342,0.842605707838,0.601829692522,0.879126750525
0, 0.730765359189,-0.604748148811,-0.316588962499,1.32098344046
0, 0.294606408624,2.85463787636,-1.39150938265,3.32983336502
240, 2.41493012755,-2.91234076899,-0.731378946576,0.663964381709
320, 2.6328070391,-4.89676131886,1.24223455885,-0.567703849349
100, -6.62220980596,-1.13777143698,-5.14616466871,3.30271551452
560, 5.57943079396,-0.755952491118,3.31336101865,-1.8577708259
0, 4.1476703813,2.90162316183,0.112463342321,-0.981151546578
1120, -3.68641231111,-1.1417008338,-2.54925523664,-0.0706601613299
0, 0.00668359615591,0.772407305879,-2.98828708885,-1.09422809543
15540, 6.44776895245,-3.79062635175,-2.87677901664,-2.95101996185
0, -2.97060316848,0.456727130765,2.51455921185,0.107370235923
0, -0.206496104576,3.92164646594,0.990013515402,-0.14213253304
0, 1.90355743705,-1.37013728516,0.447747213474,2.59431872706
80, 0.749659274932,-2.00073436834,3.42633360422,-0.253080691323
0, -2.71175701919,1.77523457232,4.51758686593,1.94632430597
0, -1.80548053885,2.01774882322,-1.18723235552,-1.9284512519
0, 1.59047204982,1.84643155178,-3.30905621568,0.686776443749
720,5.3780154236,-1.97023983441,2.19508949009,-1.72022460969
540,-0.00339852843955,-3.50982189127,0.0598061852115,-3.54710242124
0,-1.71419567902,1.72972878997,-2.01221765337,0.958945661025
0,5.65204623402,-0.431313588982,-0.719948521511,3.73961356725
640,-1.25906469437,-1.41967089265,-0.647536911272,-2.20544019942
5560,1.36005011306,-3.68907146776,1.07129909931,-5.93923103928
40,-2.14081206957,-2.02726652582,0.878589932085,0.934341453243
200,-3.3425004184,-1.90598445386,-1.85064627236,1.01277689973
80,5.76651466624,-0.17254130405,2.04033601702,-3.31104012558
80,1.29342277139,-3.6368618267,-0.557724825448,4.930109504
0,2.45642866494,4.61811583497,-1.06278111373,-1.41904629306
40,-3.90059906977,-0.183125592186,1.41915928438,-3.19703923775
7860,-4.12852311672,-4.89260477834,3.76508044552,-3.3999768795
0,-9.9645371931,-0.404906433205,1.09579333929,-2.35763656473
0,1.00149749115,2.46650778524,-2.62131653733,-0.373468239533
0,-4.56509857297,0.517870209531,-2.42130240444,-4.67557690206
0,4.90448333648,1.05376593368,1.65389942229,0.505796762224
0,-4.887370938,0.366417158383,1.21213021448,2.90749846027
40,-2.85002182908,-2.83807510068,2.47897446163,1.86855279874
0,3.29248359695,2.18115041746,0.279717645135,4.93451221826
3780,1.29342277139,-1.97023983441,-0.557724825448,-1.72022460969
2060,-3.90059906977,-1.41967089265,-0.647536911272,-3.19703923775
10580,-4.12852311672,-4.89260477834,1.41915928438,-3.3999768795
0,5.3780154236,-3.6368618267,2.19508949009,4.930109504
3620,5.3780154236,-0.17254130405,2.19508949009,-3.31104012558
14080,-1.25906469437,-1.41967089265,1.41915928438,-2.20544019942
0,1.29342277139,-1.97023983441,2.19508949009,4.930109504
1580,1.36005011306,-0.17254130405,1.07129909931,-5.93923103928
1040,-3.3425004184,-1.41967089265,-1.85064627236,1.01277689973
40,1.29342277139,-3.68907146776,1.07129909931,4.930109504
21760,5.76651466624,-3.68907146776,2.04033601702,-3.31104012558
46960,-1.25906469437,-1.41967089265,-0.647536911272,-2.20544019942
6300,5.3780154236,-1.97023983441,3.76508044552,-3.3999768795
40,1.29342277139,-2.83807510068,2.47897446163,4.930109504
